Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Alfavision Overseas (India) Ltd.,ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,Active,XT,1,INE883B01027,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
Organic Coatings Ltd.,ORGCOAT,ORGANIC COATINGS LTD.,Active,X ,10,INE412E01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Catvision Limited,CATVISION,Catvision Limited,Active,X ,10,INE660B01011,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
ABM Knowledgeware Ltd.,ABMKNO,ABM KNOWLEDGEWARE LTD.,Active,X ,5,INE850B01026,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Emami Ltd,EMAMILTD,EMAMI LTD.-$,Active,A ,1,INE548C01032,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
Kemistar Corporation Limited,KEMISTAR,Kemistar Corporation Limited,Active,X ,10,INE971L01029,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Associated Ceramics Ltd.,ASSOCER,ASSOCIATED CERAMICS LTD.,Active,XT,10,INE771E01010,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
SKP Securities Ltd.,SKPSEC,SKP SECURITIES LTD.,Active,X ,10,INE709B01016,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Syschem (India) Ltd.,SYSCHEM,SYSCHEM (INDIA) LTD.,Active,X ,10,INE121D01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
BLS Infotech Limited,BLSINFOTE,BLS INFOTECH LTD.,Active,X ,1,INE606B01022,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Mefcom Capital Markets Ltd.,MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,Active,XT,2,INE186C01023,Other Capital Market related Services,Equity,Financial Services,Financial Services,Capital Markets,Other Capital Market related Services
Hemang Resources Limited,HEMANG,Hemang Resources Ltd,Active,XT,10,INE930A01010,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Arman Financial Services Limited,ARMANFIN,ARMAN FINANCIAL SERVICES LTD.,Active,B ,10,INE109C01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Tavernier Resources Limited,TAVERNIER,Tavernier Resources Limi,Active,XT,10,INE355H01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Glance Finance Ltd.,GLANCE,GLANCE FINANCE LTD.,Active,X ,10,INE580D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Shilchar Technologies Ltd.,SHILCTECH,SHILCHAR TECHNOLOGIES LTD.,Active,X ,10,INE024F01011,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
TRADEWELL HOLDINGS LIMITED,TRADEWELL,Tradewell Holdings Ltd,Active,X ,10,INE819G01012,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
TINE AGRO LIMITED,TINEAGRO,Tine Agro Ltd,Active,XT,10,INE179O01023,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Nucleus Software Exports Ltd,NUCLEUS,NUCLEUS SOFTWARE EXPORTS LTD.,Active,B ,10,INE096B01018,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Colinz Laboratories ltd.,COLINZ,COLINZ LABORATORIES LTD.,Active,XT,10,INE923C01011,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Nalin Lease Finance Ltd.,NLFL,NALIN LEASE FINANCE LTD.,Active,X ,10,INE606C01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Manappuram Finance Limited,MANAPPURAM,MANAPPURAM FINANCE LTD.,Active,A ,2,INE522D01027,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
RTS Power Corporation Ltd.,RTSPOWR,RTS POWER CORPORATION LTD.,Active,X ,10,INE005C01017,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Comfort Intech Ltd,COMFINTE,COMFORT INTECH LTD.-$,Active,XT,1,INE819A01049,Breweries & Distilleries,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
Shyama Infosys Ltd.,SHYAMAINFO,SHYAMA INFOSYS LTD.,Active,P ,10,INE861E01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Mayur Floorings Ltd.,MAYURFL,MAYUR FLOORINGS LTD.,Active,XT,10,INE262W01012,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
Anjani Synthetics Limited,ANJANI,ANJANI SYNTHETICS LTD.-$,Active,X ,10,INE364D01032,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
XTGLOBAL INFOTECH LIMITED,XTGLOBAL,Xtglobal Infotech Ltd,Active,X ,1,INE547B01028,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Deco-Mica Ltd.,DECOMIC,DECO-MICA LTD.,Active,XT,10,INE907E01010,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Rander Corporation Ltd.,RANDER,RANDER CORPORATION LTD.,Active,X ,10,INE821D01031,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Rasi Electrodes Ltd.,RASIELEC,RASI ELECTRODES LTD.,Active,X ,2,INE822D01021,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
SCOOBEE DAY GARMENTS (INDIA) LIMITED,SCOOBEEDAY,Scoobee Day Garments (India) Ltd,Active,X ,10,INE962E01015,Garments & Apparels,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
Citiport Financial Services Ltd.,CITIPOR,CITIPORT FINANCIAL SERVICES LTD.,Active,XT,10,INE494D01011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Shamrock Industrial Co. Ltd.,SHAMROIN,SHAMROCK INDUSTRIAL CO.LTD.,Active,XT,10,INE022F01015,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
LINC LIMITED,LINC,Linc Ltd-$,Active,B ,10,INE802B01019,Stationary,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
Prima Industries Ltd.,PRIMAIN,PRIMA INDUSTRIES LTD.,Active,XT,10,INE723N01012,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
India Gelatine & Chemicals Ltd.,INDGELA,INDIA GELATINE & CHEMICALS LTD.-$,Active,XT,10,INE342D01012,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Optimus Finance Limited,OPTIFIN,Optimus Finance Ltd,Active,XT,10,INE031G01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Paragon Finance Ltd.,PARAGONF,PARAGON FINANCE LTD.,Active,XT,10,INE015E01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Pratiksha Chemicals Ltd.,PRATIKSH,PRATIKSHA CHEMICALS LTD.,Active,X ,10,INE530D01012,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Esha Media Research Limited,ESHAMEDIA,Esha Media Research Limited,Active,XT,10,INE328F01016,Advertising & Media Agencies,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
Refex Renewables & Infrastructure Limited,REFEXRENEW,Refex Renewables & Infrastructure Ltd,Active,X ,10,INE332F01018,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
PROGREX VENTURES LIMITED,PROGREXV,Progrex Ventures Ltd,Active,XT,10,INE421E01012,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
V.S.T.Tillers Tractors Ltd.,VSTTILLERS,V.S.T.TILLERS TRACTORS LTD.-$,Active,B ,10,INE764D01017,Tractors,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Tractors
B2B Software Technologies Ltd.,B2BSOFT,B2B SOFTWARE TECHNOLOGIES LTD.,Active,XT,10,INE151B01011,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Nikki Global Finance Ltd.,NIKKIGL,NIKKI GLOBAL FINANCE LTD.,Active,X ,10,INE526C01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Radhe Developers (India) ltd.,RADHEDE,RADHE DEVELOPERS (INDIA) LTD.,Active,XT,1,INE986B01044,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Kinetic Trust Ltd.,KINETRU,KINETIC TRUST LTD.,Active,XT,10,INE674M01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Elixir Capital Limited,ELIXIR,Elixir Capital Ltd,Active,X ,10,INE785D01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Trishakti Electronics & industries,TRISHAKT,TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,Active,XT,10,INE238C01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Pankaj Polymers Ltd.,PANKAJPO,PANKAJ POLYMERS LTD.,Active,X ,10,INE698B01011,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
MARBLE CITY INDIA LIMITED,MARBLE,Marble City India Ltd,Active,XT,5,INE807H01023,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
Cindrella Financial Services Ltd.,CINDRELL,CINDRELLA FINANCIAL SERVICES LTD.,Active,XT,10,INE897D01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
National Plastic Technologies Ltd,NATPLASTI,NATIONAL PLASTIC TECHNOLOGIES LTD.,Active,XT,10,INE896D01017,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Lead Financial Services  Ltd,LEADFIN,LEAD FINANCIAL SERVICES LTD.,Active,XT,10,INE531D01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
National Fittings Limited,NATFIT,National Fittings Limited,Active,X ,10,INE643C01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Artefact Projects Ltd,ARTEFACT,ARTEFACT PROJECTS LTD.,Active,XT,10,INE885B01014,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
Amit International Ltd.,AMITINT,AMIT INTERNATIONAL LTD.,Active,Z ,10,INE053D01015,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
High Street Filatex Limited,HIGHSTREE,HIGH STREET FILATEX LTD.,Active,X ,10,INE319M01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Nutech Global Ltd.,NUTECGLOB,NUTECH GLOBAL LTD.,Active,XT,10,INE960H01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
DHP India Ltd.,DHPIND,DHP INDIA LTD.,Active,X ,10,INE590D01016,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
RRIL LIMITED,RRIL,RRIL Ltd,Active,XT,5,INE951M01037,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Available Finance Ltd.,AVAILFC,AVAILABLE FINANCE LTD.,Active,X ,10,INE325G01010,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Integra Capital Management Ltd.,INTCAPM,INTEGRA CAPITAL MANAGEMENT LTD.,Active,X ,10,INE366H01012,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Maruti Securities Ltd.,MARUTISE,MARUTI SECURITIES LTD.,Active,X ,10,INE368C01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,HAVISHA,Sri Havisha Hospitality And Infrastructure Ltd,Active,T ,2,INE293B01029,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
JAYATMA INDUSTRIES LIMITED,JAYIND,Jayatma Industries Ltd,Active,XT,10,INE250D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Roselabs Finance Ltd.,ROSELABS,ROSELABS FINANCE LTD.,Active,XT,10,INE475C01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Charms Industries Ltd,CHARMS,CHARMS INDUSTRIES LTD.,Active,XT,10,INE442C01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
KRETTO SYSCON LIMITED,KRETTOSYS,Kretto Syscon Ltd,Active,X ,1,INE128R01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Vikalp Securities Ltd.,VIKALPS,VIKALP SECURITIES LTD.,Active,XT,10,INE186E01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Zydus Wellness Limited,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,Active,A ,10,INE768C01010,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
WinPro Industries Limited,WINPRO,WinPro Industries Ltd,Active,T ,5,INE974C01022,Advertising & Media Agencies,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
Milestone Global Limited,MILESTONE,MILESTONE GLOBAL LTD.,Active,X ,10,INE151H01018,Other Construction Materials,Equity,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
Bervin Investments And Leasing Ltd.,BERVINL,BERVIN INVESTMENT & LEASING LTD.,Active,XT,10,INE348I01018,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
"Gujarat Investa Ltd.,",GUJINV,GUJARAT INVESTA LTD.,Active,XT,10,INE373D01017,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Container Corporation Of India Ltd.,CONCOR,CONTAINER CORPORATION OF INDIA LTD.,Active,A ,5,INE111A01025,Logistics Solution Provider,Equity,Services,Services,Transport Services,Logistics Solution Provider
Eastern Treads Ltd.,EASTRED,EASTERN TREADS LTD.,Active,XT,10,INE500D01015,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
Panacea Biotec Ltd.,PANACEABIO,PANACEA BIOTEC LTD.,Active,B ,1,INE922B01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Peeti Securities Ltd.,PEETISEC,PEETI SECURITIES LTD.,Active,XT,10,INE328D01011,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
MERCURY EV-TECH LIMITED,MERCURYEV,Mercury Ev-Tech Ltd,Active,XT,1,INE763M01028,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
Choice International Ltd,CHOICEIN,CHOICE INTERNATIONAL LTD.,Active,A ,10,INE102B01014,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
Shriram Asset Management Co.Ltd.,SRAMSET,SHRIRAM ASSET MANAGEMENT CO.LTD.,Active,XT,10,INE777G01012,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
Golechha Global Finance Ltd.,GOLECHA,GOLECHHA GLOBAL FINANCE LTD.,Active,XT,10,INE427D01011,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Ekansh Concepts Limited,EKANSH,Ekansh Concepts Ltd,Active,X ,10,INE005E01013,Consulting Services,Equity,Services,Services,Commercial Services & Supplies,Consulting Services
SPARC ELECTREX LIMITED,SPAR,Sparc Electrex Ltd,Active,XT,10,INE960B01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
The Byke Hospitality    Ltd,THEBYKE,THE BYKE HOSPITALITY LTD.,Active,B ,10,INE319B01014,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
Centenial Surgical Suture Ltd.,CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,Active,X ,10,INE405H01018,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Arihant Foundations & Housing Ltd.,ARIHANT,ARIHANT FOUNDATIONS & HOUSING LTD.-$,Active,XT,10,INE413D01011,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Hasti Finance Ltd.,HASTIFIN,HASTI FINANCE LTD.,Active,X ,10,INE671D01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Upsurge Investment And Finance Ltd.,UPSURGE,UPSURGE INVESTMENT & FINANCE LTD.,Active,X ,10,INE890B01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Padam Cotton Yarns Ltd.,PADAMCO,PADAM COTTON YARNS LTD.,Active,XT,10,INE448D01017,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Women Networks Ltd.,WOMENNET,WOMEN NETWORKS LTD.,Active,XT,10,INE905B01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Polycon International Ltd.,POLYCON,POLYCON INTERNATIONAL LTD.,Active,X ,10,INE262C01014,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Source Natural Foods & Herbal Suppl Ltd,SOURCENTRL,SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,Active,X ,10,INE679C01027,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
G.G.Automotive Gears Ltd.,GGAUTO,G.G.AUTOMOTIVE GEARS LTD.,Active,XT,10,INE493B01017,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Almondz Global Securities Limited,ALMONDZ,ALMONDZ GLOBAL SECURITIES LTD.,Active,B ,6,INE326B01027,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
LWS Knitwear Ltd,LWSKNIT,LWS KNITWEAR LTD.,Active,XT,10,INE281M01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
ANS Limited,ANSINDUS,ANS Industries Ltd,Active,XT,10,INE234J01018,Other Beverages,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages
Alchemist Corporation Ltd,ALCHCORP,ALCHEMIST CORPORATION LTD.,Active,X ,10,INE057D01016,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Tuni Textile Mills Ltd.,TUNITEX,TUNI TEXTILE MILLS LTD.,Active,X ,1,INE560D01027,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Radix Industries (India) Limited,RADIXIND,Radix Industries (India) Limited,Active,XT,10,INE576N01014,Personal Care,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
Kiran Print-Pack Ltd.,KIRANPR,KIRAN PRINT-PACK LTD.,Active,XT,10,INE516D01011,Printing & Publication,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Printing & Publication,Printing & Publication
Narendra Properties Ltd.,NARPROP,NARENDRA PROPERTIES LTD.,Active,XT,10,INE603F01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Mega Corporation Ltd,MEGACOR,MEGA CORPORATION LTD.,Active,XT,1,INE804B01023,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Tamil Nadu Newsprint And Papers Ltd,TNPL,TAMIL NADU NEWSPRINT & PAPERS LTD.,Active,A ,10,INE107A01015,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Shakti Pumps (India) Ltd.,SHAKTIPUMP,SHAKTI PUMPS (INDIA) LTD.-$,Active,B ,10,INE908D01010,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
Systematix Securities Ltd.,SYTIXSE,SYSTEMATIX SECURITIES LTD.,Active,X ,10,INE07P301011,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Sungold Capital Ltd.,SUNGOLD,SUNGOLD CAPITAL LTD.,Active,X ,10,INE271D01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Saffron Industries Limited,SAFFRON,Saffron Industries Limited,Active,XT,10,INE474D01013,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Prakash Woollen & Synthetic Mills Ltd ,PWASML,Prakash Woollen & Synthetic Mills Ltd,Active,X ,10,INE523I01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Goldstone Technologies Ltd.,GOLDTECH,GOLDSTONE TECHNOLOGIES LTD.,Active,T ,10,INE805A01014,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Vardhman Concrete Limited,VARDHMAN,Vardhman Concrete Limited,Active,XT,10,INE115C01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
GRM Overseas Ltd.,GRMOVER,GRM OVERSEAS LTD.,Active,B ,2,INE192H01020,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
Mohit Industries Limited,MOHITIND,MOHIT INDUSTRIES LTD.-$,Active,B ,10,INE954E01012,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Polylink Polymers (india) Ltd.,POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,Active,X ,5,INE323D01020,Petrochemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
Minaxi Textiles Ltd.,MINAXI,MINAXI TEXTILES LTD.,Active,X ,1,INE952C01028,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Continental Controls Ltd.,CONTICON,CONTINENTAL CONTROLS LTD.,Active,X ,10,INE545B01022,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Nouveau Global Ventures Limited,NOUVEAU,NOUVEAU GLOBAL VENTURES LTD.,Active,X ,1,INE317B01042,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Duke Offshore Ltd.,DUKEOFS,DUKE OFFSHORE LTD.,Active,XT,10,INE397G01019,Oil Equipment & Services,Equity,Energy,"Oil, Gas & Consumable Fuels",Oil,Oil Equipment & Services
Cybele  Industries Limited,CYBELEIND,CYBELE INDUSTRIES LTD.,Active,XT,10,INE183D01010,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Cg-Vak Software & Exports Ltd.,CGVAK,CG-VAK SOFTWARE & EXPORTS LTD.,Active,XT,10,INE084D01010,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
NAVKAR URBANSTRUCTURE LIMITED,NAVKAR,Navkar Urbanstructure Ltd,Active,X ,2,INE268H01036,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Blue Coast Hotels Ltd,BLUECOAST,BLUE COAST HOTELS LTD.,Active,T ,10,INE472B01011,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
Madhucon Projects Ltd.,MADHUCON,MADHUCON PROJECTS LTD.-$,Active,T ,1,INE378D01032,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Sybly Industries Ltd.,SYBLY,SYBLY INDUSTRIES LTD.-$,Active,X ,10,INE080D01042,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Rajesh Exports Ltd.,RAJESHEXPO,RAJESH EXPORTS LTD.,Active,A ,1,INE343B01030,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
Esaar (India) Ltd.,ESARIND,ESAAR (INDIA) LTD.,Active,X ,10,INE404L01039,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Maris Spinners Ltd.,MARIS,MARIS SPINNERS LTD.-$,Active,X ,10,INE866D01010,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Indergiri Finance ltd.,INDERGR,INDERGIRI FINANCE LTD.,Active,XT,10,INE628F01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Shukra Bullions Limited,SKRABUL,SHUKRA BULLIONS LTD.,Active,X ,10,INE561E01015,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Eveready Industries India Ltd.,EVEREADY,EVEREADY INDUSTRIES INDIA LTD.,Active,A ,5,INE128A01029,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
Step Two Corporation Ltd.,STEP2COR,STEP TWO CORPORATION LTD.,Active,X ,10,INE623D01015,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Orient Tradelink Ltd.,ORIENTTR,ORIENT TRADELINK LTD.,Active,X ,10,INE681D01039,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
VIKAS PROPPANT & GRANITE LTD.,VIKASPROP,Vikas Proppant & Granite Ltd,Active,Z ,1,INE767B01022,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
Desh Rakshak Aushdhalaya Ltd.,DESHRAK,DESH RAKSHAK AUSHDHALAYA LTD.,Active,P ,10,INE971E01016,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
