Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
Ace Software Exports ltd.,ACESOFT,ACE SOFTWARE EXPORTS LTD.-$,Active,X ,10,INE849B01010,Software Products,Equity,Information Technology,Information Technology,IT - Software,Software Products
Softrak Venture Investments Ltd.,SOFTRAKV,SOFTRAK VENTURE INVESTMENT LTD.,Active,XT,10,INE562E01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Hatsun Agro Products Ltd.,HATSUN,HATSUN AGRO PRODUCT LTD.,Active,A ,1,INE473B01035,Dairy Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
ACCEDERE LIMITED,ACCEDERE,Accedere Ltd,Active,XT,10,INE578B01015,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
Rishabh Digha Steel And Allied Prod,RISHDIGA,RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,Active,X ,10,INE864D01015,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Maruti Infrastructure Ltd.,MAINFRA,MARUTI INFRASTRUCTURE LTD.,Active,XT,10,INE392G01010,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
KOBO BIOTECH LIMITED,KOBO,Kobo Biotech Ltd-$,Active,Z ,10,INE881A01015,Commodity Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
Jindal Worldwide Ltd.,JINDWORLD,JINDAL WORLDWIDE LTD.,Active,B ,1,INE247D01039,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Somany Ceramics Limited,SOMANYCERA,SOMANY CERAMICS LTD.,Active,B ,2,INE355A01028,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
Jhaveri Credits & Capital Ltd.,JHACC,JHAVERI CREDITS & CAPITAL LTD.,Active,XT,10,INE865D01012,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Raghunath Tobacco Co. Ltd.,RAGHUTOB,RAGHUNATH TOBACCO CO.LTD.,Active,X ,10,INE754B01012,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
DISHA RESOURCES LIMITED,DRL,Disha Resources Ltd,Active,XT,10,INE193D01019,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Coral India Finance And Housing Ltd,CORALFINAC,CORAL INDIA FINANCE & HOUSING LTD.,Active,B ,2,INE558D01021,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Sanjivani Paranteral Ltd.,SANJIVIN,SANJIVANI PARANTERAL LTD.,Active,XT,10,INE860D01013,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Vas Infrastructure  Ltd.,VASINFRA,VAS INFRASTRUCTURE LTD.,Active,X ,10,INE192C01013,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
KMF Builders & Developers Ltd.,KMFBLDR,KMF BUILDERS & DEVELOPERS LTD.,Active,X ,5,INE580H01026,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Beryl Securities Ltd,BERYLSE,BERYL SECURITIES LTD.,Active,XT,10,INE508J01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Rap Media Ltd.,RAP,RAP MEDIA LTD.,Active,X ,10,INE483D01014,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Devine Impex Limited,DEVINE,DEVINE IMPEX LTD.,Active,XT,10,INE455C01014,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Bampsl Securities Ltd.,BAMPSL,BAMPSL SECURITIES LTD.,Active,XT,10,INE802A01037,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
GENPHARMASEC LIMITED,GENPHARMA,Genpharmasec Ltd,Active,X ,1,INE861N01036,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Incon Engineers Ltd.,INCON,INCON ENGINEERS LTD.,Active,XT,10,INE507D01010,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
Capri Global Capital Limited,CGCL,Capri Global Capital Limited,Active,A ,2,INE180C01026,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
FDC Ltd.,FDC,FDC LTD.,Active,A ,1,INE258B01022,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Gogia Capital Services Limited,GOGIACAP,Gogia Capital Services Limited,Active,XT,10,INE832C01014,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
Gorani Industries Ltd.,GORANIN,GORANI INDUSTRIES LTD.,Active,X ,10,INE792J01015,Houseware,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
KG Petrochem Ltd.,KGPETRO,KG PETROCHEM LTD.,Active,X ,10,INE902G01016,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Meyer Apparel Limited,MAL,Meyer Apparel Ltd,Active,XT,3,INE100C01024,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
Country Condo's Ltd,COUNCODOS,COUNTRY CONDO'S LTD.,Active,B ,1,INE695B01025,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Orosil Smiths India Limited,OROSMITHS,OROSIL SMITHS INDIA LTD.-$,Active,XT,1,INE628B01034,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
TEJASSVI AAHARAM LIMITED,TEJASSVI,Tejassvi Aaharam Ltd,Active,XT,10,INE173E01019,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
Lincoln Pharmaceuticals ltd.,LINCOPH,LINCOLN PHARMACEUTICALS LTD.,Active,B ,10,INE405C01035,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
PRAVEG LIMITED,PRAVEG,Praveg Ltd,Active,X ,10,INE722B01019,Advertising & Media Agencies,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
Suraj Ltd.,SURAJLTD,SURAJ LTD.-$,Active,XT,10,INE713C01016,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Suvidha Infraestate Corporation Limited,SICL,Suvidha Infraestate Corporation Limited,Active,P ,10,INE936N01010,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Marico Limited,MARICO,MARICO LTD.,Active,A ,1,INE196A01026,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
Tokyo Finance Ltd.,TOKYOFIN,TOKYO FINANCE LTD.,Active,X ,10,INE546D01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
National General Industries Ltd.,NATGENI,NATIONAL GENERAL INDUSTRIES LTD.,Active,XT,10,INE654H01011,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Hittco Tools Ltd.,HITTCO,HITTCO TOOLS LTD.,Active,X ,10,INE863C01019,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
RR METALMAKERS INDIA LIMITED,RRMETAL,RR MetalMakers India Ltd,Active,X ,10,INE117K01013,Trading - Metals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
Vision Corporation Ltd.,VISIONCO,VISION CORPORATION LTD.,Active,XT,10,INE661D01015,Film Production- Distribution & Exhibition,Equity,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,"Film Production, Distribution & Exhibition"
Bisil Plast Limited,BISIL,Bisil Plast Limited,Active,XT,1,INE214D01021,Packaging,Equity,Industrials,Capital Goods,Industrial Products,Packaging
Inani Securities Ltd.,INANISEC,INANI SECURITIES LTD.,Active,XT,10,INE224C01014,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Anka India Ltd.,ANKIN,ANKA INDIA LTD.,Active,XT,10,INE067C01025,Leather And Leather Products,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
Vaghani Techno-Build Limited,VAGHANI,VAGHANI TECHNO-BUILD LTD.,Active,XT,10,INE554H01021,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
Aris International Limited,ARISINT,ARIS INTERNATIONAL LTD.,Active,XT,10,INE588E01026,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
AMERISE BIOSCIENCES LIMITED,AMERISE,Amerise Biosciences Ltd,Active,X ,1,INE673C01020,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Prithvi Exchange (India) Limited,PRITHVIEXCH,Prithvi Exchange (India) Ltd,Active,XT,10,INE621B01021,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Rainbow Foundations Ltd,RAINBOWF,RAINBOW FOUNDATIONS LTD.,Active,X ,10,INE230F01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
VSD Confin ltd.,VSDCONF,VSD CONFIN LTD.,Active,XT,10,INE489F01016,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Tricom Fruit Products Limited,TRICOMFRU,Tricom Fruit Products Limited,Active,X ,10,INE843F01014,Other Food Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
Vidhi Specialty Food Ingredients Limited,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,Active,B ,1,INE632C01026,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Bhagiradha Chemicals and Industries,BHAGCHEM,BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,Active,B ,10,INE414D01019,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Panchsheel Organic Ltd.,PANCHSHEEL,PANCHSHEEL ORGANICS LTD.,Active,X ,10,INE316G01019,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Menon Pistons Ltd.,MENNPIS,MENON PISTONS LTD.,Active,X ,1,INE650G01029,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
Prism Finance Ltd.,PRISMFN,PRISM FINANCE LTD.,Active,P ,10,INE429Q01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Greencrest Financial Services Limited,GREENCREST,Greencrest Financial Services Limited,Active,XT,1,INE414C01045,Diversified Commercial Services,Equity,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
Gennex Laboratories Ltd,GENNEX,GENNEX LABORATORIES LTD.,Active,X ,1,INE509C01026,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Hira Automobiles Ltd.,HIRAUTO,HIRA AUTOMOBILES LTD.,Active,P ,10,INE258Z01013,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Gini Silk Mills Ltd.,GINISILK,GINI SILK MILLS LTD.-$,Active,XT,10,INE548B01018,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Prajay Engineers Syndicate Ltd.,PRAENG,PRAJAY ENGINEERS SYNDICATE LTD.,Active,B ,10,INE505C01016,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
BIOGEN PHARMACHEM INDUSTRIES LIMITED,BIOGEN,Biogen Pharmachem Industries Ltd,Active,XT,1,INE703D01023,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
G.k.Consultants Ltd.,GKCONS,G.K.CONSULTANTS LTD.,Active,X ,10,INE131D01019,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
APOLLO PIPES LIMITED,APOLLOPIPES,Apollo Pipes Ltd,Active,B ,10,INE126J01016,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Unjha Formulations Ltd.,UNJHAFOR,UNJHA FORMULATIONS LTD.,Active,X ,10,INE576D01015,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
Poly Medicure Ltd,POLYMED,POLY MEDICURE LTD.,Active,A ,5,INE205C01021,Medical Equipment & Supplies,Equity,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
SHRADDHA PRIME PROJECTS LTD,SHRADDHA,Shraddha Prime Projects Ltd,Active,XT,10,INE311M01018,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Kachchh Minerals Ltd.,KACHCHH,KACHCHH MINERALS LTD.,Active,X ,10,INE059E01010,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
Padmanabh Alloys & Polymers Ltd.,PADALPO,PADMANABH ALLOYS & POLYMERS LTD.,Active,XT,10,INE630U01014,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
Kaiser Corporation Limited,KACL,Kaiser Corporation Limited,Active,XT,1,INE229G01022,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
KCL Infra Projects Limited,KCLINFRA,KCL Infra Projects Ltd,Active,XT,2,INE469F01026,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Atul Auto Limited,ATULAUTO,ATUL AUTO LTD.-$,Active,B ,5,INE951D01028,Commercial Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
Scan Projects Ltd,SCANPRO,SCAN PROJECTS LTD.,Active,XT,10,INE393D01015,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
Prerna Infrabuild Limited,PRERINFRA,PRERNA INFRABUILD LTD.,Active,X ,10,INE426H01014,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Metal Coatings (India) Ltd.,METALCO,METAL COATINGS (INDIA) LTD.,Active,X ,10,INE161E01014,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SGN Telecoms Ltd.,SGNTE,SGN TELECOMS LTD.,Active,XT,1,INE266C01023,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
Ganga Papers India Ltd,GANGAPA,GANGA PAPERS INDIA LTD.,Active,X ,10,INE278O01015,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
Tirupati Sarjan Ltd.,TIRSARJ,TIRUPATI SARJAN LTD.,Active,X ,5,INE297J01023,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Nuway Organic Naturals (India) Ltd.,NUWAY,NUWAY ORGANIC NATURALS INDIA LTD.,Active,XT,10,INE414L01012,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
Munoth Financial Services Ltd.,MUNOTHFI,MUNOTH FINANCIAL SERVICES LTD.,Active,XT,10,INE348D01019,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Rodium Realty Limited,RODIUM,Rodium Realty Limited,Active,X ,10,INE513E01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
Natura Hue Chem Ltd.,NATHUEC,NATURA HUE CHEM LTD.,Active,X ,10,INE487B01019,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
Indus Finance Limited,INDUSFINL,Indus Finance Ltd,Active,XT,10,INE935D01013,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
Lahoti Overseas Ltd.,LAHOTIOV,LAHOTI OVERSEAS LTD.-$,Active,X ,2,INE515C01023,Trading & Distributors,Equity,Services,Services,Commercial Services & Supplies,Trading & Distributors
ZENITH STEEL PIPES AND  INDUSTRIES LIMITED,ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$,Active,T ,10,INE318D01020,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
Trinity League India Limited,TRINITYLEA,TRINITY LEAGUE INDIA LTD.,Active,XT,10,INE884X01011,Other Financial Services,Equity,Financial Services,Financial Services,Finance,Other Financial Services
Asian Star Co. Ltd.,ASTAR,ASIAN STAR CO.LTD.-$,Active,B ,10,INE194D01017,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
ORIENTAL RAIL INFRASTRUCTURE LIMITED,ORIRAIL,Oriental Rail Infrastructure Ltd,Active,XT,1,INE457G01029,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
Joindre Capital Services Ltd.,JOINDRE,JOINDRE CAPITAL SERVICES LTD.,Active,X ,10,INE024B01010,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
Bharat Agri Fert and Realty Ltd,BHARATAGRI,BHARAT AGRI FERT & REALTY LTD.,Active,X ,1,INE842D01029,Fertilizers,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
Unitech International Ltd,UNITINT,UNITECH INTERNATIONAL LTD.,Active,X ,10,INE929K01011,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
Sacheta Metals Ltd.,SACHEMT,SACHETA METALS LTD.,Active,X ,10,INE433G01012,Aluminium,Equity,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
Popular Estate Management Ltd,POPULARES,POPULAR ESTATE MANAGEMENT LTD.,Active,XT,10,INE370C01015,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
Anjani Finance Ltd,ANJANIFIN,ANJANI FINANCE LTD.,Active,X ,10,INE283D01018,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
